,itemID,month,order,salesPrice
962,138.0,03-2018,9,11.0
963,138.0,04-2018,13,11.0
964,138.0,05-2018,10,11.0
965,138.0,06-2018,0,11.0
967,139.0,01-2018,1,218.0
968,139.0,02-2018,0,218.0
969,139.0,03-2018,19,218.0
970,139.0,04-2018,0,218.0
971,139.0,05-2018,47,218.0
972,139.0,06-2018,0,218.0
974,140.0,01-2018,4,6848.0
975,140.0,02-2018,0,6848.0
976,140.0,03-2018,0,6848.0
977,140.0,04-2018,0,6848.0
978,140.0,05-2018,0,6848.0
979,140.0,06-2018,0,6848.0
981,141.0,01-2018,0,652.0
982,141.0,02-2018,0,652.0
983,141.0,03-2018,42,652.0
984,141.0,04-2018,0,652.0
985,141.0,05-2018,24,640.0
986,141.0,06-2018,0,640.0
988,142.0,01-2018,10,1313.0
989,142.0,02-2018,0,1313.0
990,142.0,03-2018,36,1305.0
991,142.0,04-2018,0,1305.0
992,142.0,05-2018,17,1274.0
993,142.0,06-2018,0,1274.0
995,143.0,01-2018,108,31.0
996,143.0,02-2018,47,30.0
997,143.0,03-2018,4,29.0
998,143.0,04-2018,39,29.0
999,143.0,05-2018,19,28.0
1000,143.0,06-2018,6,28.0
1002,144.0,01-2018,13,121.0
1003,144.0,02-2018,9,121.0
1004,144.0,03-2018,5,121.0
1005,144.0,04-2018,0,121.0
1006,144.0,05-2018,0,121.0
1007,144.0,06-2018,0,121.0
1009,145.0,01-2018,1,204.0
1010,145.0,02-2018,1,204.0
1011,145.0,03-2018,0,204.0
1012,145.0,04-2018,0,204.0
1013,145.0,05-2018,0,204.0
1014,145.0,06-2018,0,204.0
1016,146.0,01-2018,0,15.0
1017,146.0,02-2018,482,15.0
1018,146.0,03-2018,176,16.0
1019,146.0,04-2018,6,14.0
1020,146.0,05-2018,9,13.0
1021,146.0,06-2018,424,10.0
1023,147.0,01-2018,99,877.0
1024,147.0,02-2018,33,853.0
1025,147.0,03-2018,29,792.0
1026,147.0,04-2018,8,862.0
1027,147.0,05-2018,0,862.0
1028,147.0,06-2018,0,862.0
1030,148.0,01-2018,2,17.0
1031,148.0,02-2018,0,17.0
1032,148.0,03-2018,0,17.0
1033,148.0,04-2018,1,17.0
1034,148.0,05-2018,3,17.0
1035,148.0,06-2018,3,17.0
1037,149.0,01-2018,1,48.0
1038,149.0,02-2018,0,48.0
1039,149.0,03-2018,0,48.0
1040,149.0,04-2018,0,48.0
1041,149.0,05-2018,1,48.0
1042,149.0,06-2018,0,48.0
1044,150.0,01-2018,0,430.0
1045,150.0,02-2018,0,430.0
1046,150.0,03-2018,16,430.0
1047,150.0,04-2018,0,430.0
1048,150.0,05-2018,5,430.0
1049,150.0,06-2018,0,430.0
1051,151.0,01-2018,1,3.0
1052,151.0,02-2018,0,3.0
1053,151.0,03-2018,2,3.0
1054,151.0,04-2018,91,3.0
1055,151.0,05-2018,0,3.0
1056,151.0,06-2018,0,3.0
1058,152.0,01-2018,7,10.0
1059,152.0,02-2018,1,10.0
1060,152.0,03-2018,0,10.0
1061,152.0,04-2018,39,10.0
1062,152.0,05-2018,15,10.0
1063,152.0,06-2018,1,10.0
1065,153.0,01-2018,0,128.0
1066,153.0,02-2018,0,128.0
1067,153.0,03-2018,0,128.0
1068,153.0,04-2018,91,128.0
1069,153.0,05-2018,1,122.0
1070,153.0,06-2018,1,122.0
1072,154.0,01-2018,15,21.0
1073,154.0,02-2018,0,21.0
1074,154.0,03-2018,0,21.0
1075,154.0,04-2018,0,21.0
1076,154.0,05-2018,0,21.0
1077,154.0,06-2018,0,21.0
1079,155.0,01-2018,4,1399.0
1080,155.0,02-2018,4,1410.0
1081,155.0,03-2018,0,1410.0
1082,155.0,04-2018,1,1414.0
1083,155.0,05-2018,0,1414.0
1084,155.0,06-2018,0,1414.0
1086,156.0,01-2018,2,47.0
1087,156.0,02-2018,8,47.0
1088,156.0,03-2018,0,47.0
1089,156.0,04-2018,0,47.0
1090,156.0,05-2018,0,47.0
1091,156.0,06-2018,0,47.0
1093,157.0,01-2018,47,149.0
1094,157.0,02-2018,0,149.0
1095,157.0,03-2018,58,149.0
1096,157.0,04-2018,0,149.0
1097,157.0,05-2018,18,147.0
1098,157.0,06-2018,0,147.0
1100,158.0,01-2018,30,157.0
1101,158.0,02-2018,2,155.0
1102,158.0,03-2018,22,154.0
1103,158.0,04-2018,1,152.0
1104,158.0,05-2018,6,152.0
1105,158.0,06-2018,1,152.0
1107,159.0,01-2018,1,35.0
1108,159.0,02-2018,0,35.0
1109,159.0,03-2018,0,35.0
1110,159.0,04-2018,74,35.0
1111,159.0,05-2018,1,35.0
1112,159.0,06-2018,0,35.0
1114,160.0,01-2018,0,4.0
1115,160.0,02-2018,1,4.0
1116,160.0,03-2018,0,4.0
1117,160.0,04-2018,108,4.0
1118,160.0,05-2018,1,4.0
1119,160.0,06-2018,110,4.0
1121,161.0,01-2018,1,15.0
1122,161.0,02-2018,0,15.0
1123,161.0,03-2018,2,15.0
1124,161.0,04-2018,1,15.0
1125,161.0,05-2018,2,15.0
1126,161.0,06-2018,0,15.0
1128,162.0,01-2018,0,58.0
1129,162.0,02-2018,36,58.0
1130,162.0,03-2018,0,58.0
1131,162.0,04-2018,0,58.0
1132,162.0,05-2018,0,58.0
1133,162.0,06-2018,170,58.0
1135,163.0,01-2018,1,15.0
1136,163.0,02-2018,0,15.0
1137,163.0,03-2018,0,15.0
1138,163.0,04-2018,1,15.0
1139,163.0,05-2018,2,15.0
1140,163.0,06-2018,2,15.0
1142,164.0,01-2018,1,28.0
1143,164.0,02-2018,0,28.0
1144,164.0,03-2018,1,28.0
1145,164.0,04-2018,0,28.0
1146,164.0,05-2018,0,28.0
1147,164.0,06-2018,0,28.0
1149,165.0,01-2018,8,114.0
1150,165.0,02-2018,23,112.0
1151,165.0,03-2018,9,112.0
1152,165.0,04-2018,15,112.0
1153,165.0,05-2018,1,112.0
1154,165.0,06-2018,0,112.0
1156,166.0,01-2018,24,270.0
1157,166.0,02-2018,11,268.0
1158,166.0,03-2018,3,261.0
1159,166.0,04-2018,2,261.0
1160,166.0,05-2018,0,261.0
1161,166.0,06-2018,0,261.0
1163,167.0,01-2018,0,85.0
1164,167.0,02-2018,2,85.0
1165,167.0,03-2018,0,85.0
1166,167.0,04-2018,0,85.0
1167,167.0,05-2018,2,85.0
1168,167.0,06-2018,1,85.0
1170,168.0,01-2018,175,42.0
1171,168.0,02-2018,77,42.0
1172,168.0,03-2018,1,42.0
1173,168.0,04-2018,2,42.0
1174,168.0,05-2018,0,42.0
1175,168.0,06-2018,3,42.0
1177,169.0,01-2018,3,6.0
1178,169.0,02-2018,253,6.0
1179,169.0,03-2018,3,6.0
1180,169.0,04-2018,6,6.0
1181,169.0,05-2018,143,6.0
1182,169.0,06-2018,30,6.0
1184,170.0,01-2018,90,20.0
1185,170.0,02-2018,3,18.0
1186,170.0,03-2018,6,18.0
1187,170.0,04-2018,6,18.0
1188,170.0,05-2018,88,20.0
1189,170.0,06-2018,2,20.0
1191,171.0,01-2018,122,79.0
1192,171.0,02-2018,42,79.0
1193,171.0,03-2018,3,79.0
1194,171.0,04-2018,5,79.0
1195,171.0,05-2018,111,79.0
1196,171.0,06-2018,1,79.0
1198,172.0,01-2018,3,36.0
1199,172.0,02-2018,1,36.0
1200,172.0,03-2018,1,36.0
1201,172.0,04-2018,119,36.0
1202,172.0,05-2018,44,36.0
1203,172.0,06-2018,3,36.0
1205,173.0,01-2018,0,16.0
1206,173.0,02-2018,5,16.0
1207,173.0,03-2018,7,16.0
1208,173.0,04-2018,201,16.0
1209,173.0,05-2018,45,15.0
1210,173.0,06-2018,5,15.0
1212,174.0,01-2018,1,10.0
1213,174.0,02-2018,3,10.0
1214,174.0,03-2018,1,10.0
1215,174.0,04-2018,145,10.0
1216,174.0,05-2018,64,10.0
1217,174.0,06-2018,1,10.0
1219,175.0,01-2018,0,7.0
1220,175.0,02-2018,1,7.0
1221,175.0,03-2018,0,7.0
1222,175.0,04-2018,174,7.0
1223,175.0,05-2018,31,7.0
1224,175.0,06-2018,0,7.0
1226,176.0,01-2018,0,10.0
1227,176.0,02-2018,1,10.0
1228,176.0,03-2018,0,10.0
1229,176.0,04-2018,86,10.0
1230,176.0,05-2018,103,10.0
1231,176.0,06-2018,0,10.0
1233,177.0,01-2018,1,41.0
1234,177.0,02-2018,3,41.0
1235,177.0,03-2018,2,41.0
1236,177.0,04-2018,230,41.0
1237,177.0,05-2018,76,38.0
1238,177.0,06-2018,2,35.0
1240,178.0,01-2018,11,145.0
1241,178.0,02-2018,6,145.0
1242,178.0,03-2018,1,145.0
1243,178.0,04-2018,17,145.0
1244,178.0,05-2018,6,145.0
1245,178.0,06-2018,0,145.0
1247,179.0,01-2018,6,200.0
1248,179.0,02-2018,0,200.0
1249,179.0,03-2018,1,200.0
1250,179.0,04-2018,53,200.0
1251,179.0,05-2018,36,195.0
1252,179.0,06-2018,0,195.0
1254,180.0,01-2018,2,12.0
1255,180.0,02-2018,3,12.0
1256,180.0,03-2018,1,12.0
1257,180.0,04-2018,3,12.0
1258,180.0,05-2018,214,12.0
1259,180.0,06-2018,21,12.0
1261,181.0,01-2018,2,8.0
1262,181.0,02-2018,2,8.0
1263,181.0,03-2018,0,8.0
1264,181.0,04-2018,76,8.0
1265,181.0,05-2018,91,8.0
1266,181.0,06-2018,3,8.0
1268,182.0,01-2018,4,10.0
1269,182.0,02-2018,6,10.0
1270,182.0,03-2018,0,10.0
1271,182.0,04-2018,3,10.0
1272,182.0,05-2018,164,10.0
1273,182.0,06-2018,2,9.0
1275,183.0,01-2018,0,17.0
1276,183.0,02-2018,0,17.0
1277,183.0,03-2018,0,17.0
1278,183.0,04-2018,5,17.0
1279,183.0,05-2018,115,17.0
1280,183.0,06-2018,4,17.0
1282,184.0,01-2018,7,28.0
1283,184.0,02-2018,4,28.0
1284,184.0,03-2018,0,28.0
1285,184.0,04-2018,0,28.0
1286,184.0,05-2018,0,28.0
1287,184.0,06-2018,0,28.0
1289,185.0,01-2018,2,46.0
1290,185.0,02-2018,4,40.0
1291,185.0,03-2018,1,46.0
1292,185.0,04-2018,160,46.0
1293,185.0,05-2018,2,46.0
1294,185.0,06-2018,0,46.0
1296,186.0,01-2018,7,16.0
1297,186.0,02-2018,7,15.0
1298,186.0,03-2018,5,16.0
1299,186.0,04-2018,6,16.0
1300,186.0,05-2018,182,16.0
1301,186.0,06-2018,1,14.0
1303,187.0,01-2018,2,14.0
1304,187.0,02-2018,0,14.0
1305,187.0,03-2018,0,14.0
1306,187.0,04-2018,2,14.0
1307,187.0,05-2018,4,14.0
1308,187.0,06-2018,8,14.0
1310,188.0,01-2018,0,74.0
1311,188.0,02-2018,1,74.0
1312,188.0,03-2018,0,74.0
1313,188.0,04-2018,78,74.0
1314,188.0,05-2018,79,74.0
1315,188.0,06-2018,3,64.0
1317,189.0,01-2018,3,15.0
1318,189.0,02-2018,0,15.0
1319,189.0,03-2018,1,15.0
1320,189.0,04-2018,84,15.0
1321,189.0,05-2018,114,15.0
1322,189.0,06-2018,4,15.0
1324,190.0,01-2018,22,4.0
1325,190.0,02-2018,3,5.0
1326,190.0,03-2018,0,5.0
1327,190.0,04-2018,184,4.0
1328,190.0,05-2018,1,4.0
1329,190.0,06-2018,55,4.0
1331,191.0,01-2018,0,14.0
1332,191.0,02-2018,0,14.0
1333,191.0,03-2018,0,14.0
1334,191.0,04-2018,148,14.0
1335,191.0,05-2018,2,14.0
1336,191.0,06-2018,2,14.0
1338,192.0,01-2018,4,44.0
1339,192.0,02-2018,3,44.0
1340,192.0,03-2018,0,44.0
1341,192.0,04-2018,62,44.0
1342,192.0,05-2018,104,44.0
1343,192.0,06-2018,4,44.0
1345,193.0,01-2018,3,2.0
1346,193.0,02-2018,0,2.0
1347,193.0,03-2018,1,2.0
1348,193.0,04-2018,129,2.0
1349,193.0,05-2018,2,2.0
1350,193.0,06-2018,44,2.0
1352,194.0,01-2018,14,13.0
1353,194.0,02-2018,8,13.0
1354,194.0,03-2018,7,13.0
1355,194.0,04-2018,156,13.0
1356,194.0,05-2018,5,11.0
1357,194.0,06-2018,46,12.0
1359,195.0,01-2018,0,15.0
1360,195.0,02-2018,25,15.0
1361,195.0,03-2018,0,15.0
1362,195.0,04-2018,158,15.0
1363,195.0,05-2018,1,14.0
1364,195.0,06-2018,23,14.0
1366,196.0,01-2018,1,68.0
1367,196.0,02-2018,0,68.0
1368,196.0,03-2018,0,68.0
1369,196.0,04-2018,3,68.0
1370,196.0,05-2018,5,68.0
1371,196.0,06-2018,23,68.0
1373,197.0,01-2018,0,202.0
1374,197.0,02-2018,0,202.0
1375,197.0,03-2018,0,202.0
1376,197.0,04-2018,0,202.0
1377,197.0,05-2018,21,202.0
1378,197.0,06-2018,2,179.0
1380,198.0,01-2018,2,354.0
1381,198.0,02-2018,12,354.0
1382,198.0,03-2018,28,351.0
1383,198.0,04-2018,8,351.0
1384,198.0,05-2018,5,283.0
1385,198.0,06-2018,0,283.0
1387,199.0,01-2018,0,37.0
1388,199.0,02-2018,12,37.0
1389,199.0,03-2018,0,37.0
1390,199.0,04-2018,0,37.0
1391,199.0,05-2018,52,37.0
1392,199.0,06-2018,26,37.0
1394,200.0,01-2018,0,15.0
1395,200.0,02-2018,1,15.0
1396,200.0,03-2018,28,15.0
1397,200.0,04-2018,0,15.0
1398,200.0,05-2018,0,15.0
1399,200.0,06-2018,0,15.0
1401,201.0,01-2018,217,19.0
1402,201.0,02-2018,3,19.0
1403,201.0,03-2018,5,19.0
1404,201.0,04-2018,41,19.0
1405,201.0,05-2018,2,19.0
1406,201.0,06-2018,2,19.0
1408,202.0,01-2018,128,37.0
1409,202.0,02-2018,52,38.0
1410,202.0,03-2018,165,37.0
1411,202.0,04-2018,28,36.0
1412,202.0,05-2018,4,36.0
1413,202.0,06-2018,0,36.0
1415,203.0,01-2018,1,8.0
1416,203.0,02-2018,168,8.0
1417,203.0,03-2018,62,8.0
1418,203.0,04-2018,17,8.0
1419,203.0,05-2018,3,8.0
1420,203.0,06-2018,135,8.0
1422,204.0,01-2018,8,118.0
1423,204.0,02-2018,36,118.0
1424,204.0,03-2018,7,118.0
1425,204.0,04-2018,2,118.0
1426,204.0,05-2018,0,118.0
1427,204.0,06-2018,0,118.0
1429,205.0,01-2018,2,31.0
1430,205.0,02-2018,3,31.0
1431,205.0,03-2018,1,31.0
1432,205.0,04-2018,0,31.0
1433,205.0,05-2018,3,31.0
1434,205.0,06-2018,1,31.0
1436,206.0,01-2018,300,6.0
1437,206.0,02-2018,0,6.0
1438,206.0,03-2018,3,6.0
1439,206.0,04-2018,104,6.0
1440,206.0,05-2018,122,5.0
1441,206.0,06-2018,5,4.0
1443,207.0,01-2018,3,31.0
1444,207.0,02-2018,0,31.0
1445,207.0,03-2018,0,31.0
1446,207.0,04-2018,0,31.0
1447,207.0,05-2018,0,31.0
1448,207.0,06-2018,0,31.0
1450,208.0,01-2018,2,13.0
1451,208.0,02-2018,2,13.0
1452,208.0,03-2018,4,13.0
1453,208.0,04-2018,4,13.0
1454,208.0,05-2018,7,13.0
1455,208.0,06-2018,2,13.0
1457,209.0,01-2018,249,5.0
1458,209.0,02-2018,4,5.0
1459,209.0,03-2018,2,5.0
1460,209.0,04-2018,27,5.0
1461,209.0,05-2018,4,5.0
1462,209.0,06-2018,5,5.0
1464,210.0,01-2018,188,32.0
1465,210.0,02-2018,2,32.0
1466,210.0,03-2018,3,32.0
1467,210.0,04-2018,1,32.0
1468,210.0,05-2018,5,32.0
1469,210.0,06-2018,3,32.0
1471,211.0,01-2018,0,1440.0
1472,211.0,02-2018,26,1440.0
1473,211.0,03-2018,4,1426.0
1474,211.0,04-2018,0,1426.0
1475,211.0,05-2018,12,1421.0
1476,211.0,06-2018,0,1421.0
1478,212.0,01-2018,4,31.0
1479,212.0,02-2018,180,31.0
1480,212.0,03-2018,91,31.0
1481,212.0,04-2018,1,30.0
1482,212.0,05-2018,32,30.0
1483,212.0,06-2018,3,30.0
1485,213.0,01-2018,1,20.0
1486,213.0,02-2018,0,20.0
1487,213.0,03-2018,1,20.0
1488,213.0,04-2018,1,20.0
1489,213.0,05-2018,10,20.0
1490,213.0,06-2018,0,20.0
1492,214.0,01-2018,0,3.0
1493,214.0,02-2018,2,3.0
1494,214.0,03-2018,2,3.0
1495,214.0,04-2018,0,3.0
1496,214.0,05-2018,0,3.0
1497,214.0,06-2018,0,3.0
1499,215.0,01-2018,1,34.0
1500,215.0,02-2018,1,34.0
1501,215.0,03-2018,82,34.0
1502,215.0,04-2018,1,31.0
1503,215.0,05-2018,81,31.0
1504,215.0,06-2018,0,31.0
1506,216.0,01-2018,5,51.0
1507,216.0,02-2018,67,51.0
1508,216.0,03-2018,1,51.0
1509,216.0,04-2018,0,51.0
1510,216.0,05-2018,121,47.0
1511,216.0,06-2018,32,41.0
1513,217.0,01-2018,0,6.0
1514,217.0,02-2018,1,6.0
1515,217.0,03-2018,0,6.0
1516,217.0,04-2018,0,6.0
1517,217.0,05-2018,0,6.0
1518,217.0,06-2018,0,6.0
1520,218.0,01-2018,256,15.0
1521,218.0,02-2018,9,15.0
1522,218.0,03-2018,7,15.0
1523,218.0,04-2018,11,15.0
1524,218.0,05-2018,17,15.0
1525,218.0,06-2018,10,15.0
1527,219.0,01-2018,0,31.0
1528,219.0,02-2018,37,31.0
1529,219.0,03-2018,1,31.0
1530,219.0,04-2018,0,31.0
1531,219.0,05-2018,145,31.0
1532,219.0,06-2018,0,31.0
1534,220.0,01-2018,1,9.0
1535,220.0,02-2018,0,9.0
1536,220.0,03-2018,0,9.0
1537,220.0,04-2018,1,9.0
1538,220.0,05-2018,1,9.0
1539,220.0,06-2018,94,9.0
1541,221.0,01-2018,6,45.0
1542,221.0,02-2018,1,45.0
1543,221.0,03-2018,2,45.0
1544,221.0,04-2018,47,32.0
1545,221.0,05-2018,2,45.0
1546,221.0,06-2018,2,45.0
1548,222.0,01-2018,93,4.0
1549,222.0,02-2018,198,7.0
1550,222.0,03-2018,1,7.0
1551,222.0,04-2018,1,7.0
1552,222.0,05-2018,0,7.0
1553,222.0,06-2018,518,7.0
1555,223.0,01-2018,0,47.0
1556,223.0,02-2018,1,47.0
1557,223.0,03-2018,1,47.0
1558,223.0,04-2018,0,47.0
1559,223.0,05-2018,1,47.0
1560,223.0,06-2018,1,47.0
1562,224.0,01-2018,4,57.0
1563,224.0,02-2018,15,57.0
1564,224.0,03-2018,1,57.0
1565,224.0,04-2018,0,57.0
1566,224.0,05-2018,0,57.0
1567,224.0,06-2018,0,57.0
1569,225.0,01-2018,0,91.0
1570,225.0,02-2018,23,91.0
1571,225.0,03-2018,0,91.0
1572,225.0,04-2018,34,86.0
1573,225.0,05-2018,1,71.0
1574,225.0,06-2018,13,37.0
1576,226.0,01-2018,0,27.0
1577,226.0,02-2018,1,27.0
1578,226.0,03-2018,0,27.0
1579,226.0,04-2018,0,27.0
1580,226.0,05-2018,0,27.0
1581,226.0,06-2018,0,27.0
1583,227.0,01-2018,2,16.0
1584,227.0,02-2018,0,16.0
1585,227.0,03-2018,1,16.0
1586,227.0,04-2018,0,16.0
1587,227.0,05-2018,0,16.0
1588,227.0,06-2018,143,16.0
1590,228.0,01-2018,1,66.0
1591,228.0,02-2018,0,66.0
1592,228.0,03-2018,121,66.0
1593,228.0,04-2018,2,66.0
1594,228.0,05-2018,3,66.0
1595,228.0,06-2018,3,66.0
1597,229.0,01-2018,1,1549.0
1598,229.0,02-2018,0,1549.0
1599,229.0,03-2018,0,1549.0
1600,229.0,04-2018,0,1549.0
1601,229.0,05-2018,3,1549.0
1602,229.0,06-2018,0,1549.0
1604,230.0,01-2018,1,19.0
1605,230.0,02-2018,0,19.0
1606,230.0,03-2018,129,19.0
1607,230.0,04-2018,0,19.0
1608,230.0,05-2018,0,19.0
1609,230.0,06-2018,0,19.0
1611,231.0,01-2018,23,248.0
1612,231.0,02-2018,42,248.0
1613,231.0,03-2018,1,248.0
1614,231.0,04-2018,80,248.0
1615,231.0,05-2018,19,234.0
1616,231.0,06-2018,6,216.0
1618,232.0,01-2018,4,38.0
1619,232.0,02-2018,92,38.0
1620,232.0,03-2018,2,38.0
1621,232.0,04-2018,0,38.0
1622,232.0,05-2018,0,38.0
1623,232.0,06-2018,1,38.0
1625,233.0,01-2018,1,36.0
1626,233.0,02-2018,1,36.0
1627,233.0,03-2018,0,36.0
1628,233.0,04-2018,11,36.0
1629,233.0,05-2018,125,36.0
1630,233.0,06-2018,1,32.0
1632,234.0,01-2018,9,11.0
1633,234.0,02-2018,7,11.0
1634,234.0,03-2018,7,11.0
1635,234.0,04-2018,5,11.0
1636,234.0,05-2018,186,11.0
1637,234.0,06-2018,9,11.0
1639,235.0,01-2018,208,29.0
1640,235.0,02-2018,53,27.0
1641,235.0,03-2018,1,27.0
1642,235.0,04-2018,4,27.0
1643,235.0,05-2018,115,27.0
1644,235.0,06-2018,1,27.0
1646,236.0,01-2018,56,23.0
1647,236.0,02-2018,0,23.0
1648,236.0,03-2018,75,23.0
1649,236.0,04-2018,1,22.0
1650,236.0,05-2018,0,22.0
1651,236.0,06-2018,1,22.0
1653,237.0,01-2018,53,6.0
1654,237.0,02-2018,1,6.0
1655,237.0,03-2018,116,6.0
1656,237.0,04-2018,37,5.0
1657,237.0,05-2018,6,5.0
1658,237.0,06-2018,2,5.0
1660,238.0,01-2018,9,52.0
1661,238.0,02-2018,4,52.0
1662,238.0,03-2018,145,52.0
1663,238.0,04-2018,3,47.0
1664,238.0,05-2018,0,47.0
1665,238.0,06-2018,1,47.0
1667,239.0,01-2018,4,24.0
1668,239.0,02-2018,31,24.0
1669,239.0,03-2018,2,23.0
1670,239.0,04-2018,1,23.0
1671,239.0,05-2018,1,23.0
1672,239.0,06-2018,1,23.0
1674,240.0,01-2018,2,43.0
1675,240.0,02-2018,0,43.0
1676,240.0,03-2018,0,43.0
1677,240.0,04-2018,0,43.0
1678,240.0,05-2018,1,43.0
1679,240.0,06-2018,165,43.0
1681,241.0,01-2018,0,75.0
1682,241.0,02-2018,0,75.0
1683,241.0,03-2018,1,75.0
1684,241.0,04-2018,1,75.0
1685,241.0,05-2018,145,75.0
1686,241.0,06-2018,0,75.0
1688,242.0,01-2018,0,5.0
1689,242.0,02-2018,0,5.0
1690,242.0,03-2018,0,5.0
1691,242.0,04-2018,0,5.0
1692,242.0,05-2018,0,5.0
1693,242.0,06-2018,135,5.0
1695,243.0,01-2018,1,905.0
1696,243.0,02-2018,158,854.0
1697,243.0,03-2018,3,850.0
1698,243.0,04-2018,95,846.0
1699,243.0,05-2018,30,852.0
1700,243.0,06-2018,5,856.0
1702,244.0,01-2018,16,118.0
1703,244.0,02-2018,1,118.0
1704,244.0,03-2018,0,118.0
1705,244.0,04-2018,0,118.0
1706,244.0,05-2018,0,118.0
1707,244.0,06-2018,1,118.0
1709,245.0,01-2018,0,2310.0
1710,245.0,02-2018,0,2310.0
1711,245.0,03-2018,1,2310.0
1712,245.0,04-2018,0,2310.0
1713,245.0,05-2018,0,2310.0
1714,245.0,06-2018,0,2310.0
1716,246.0,01-2018,2,675.0
1717,246.0,02-2018,0,675.0
1718,246.0,03-2018,3,675.0
1719,246.0,04-2018,0,675.0
1720,246.0,05-2018,0,675.0
1721,246.0,06-2018,0,675.0
1723,247.0,01-2018,2,64.0
1724,247.0,02-2018,1,64.0
1725,247.0,03-2018,30,64.0
1726,247.0,04-2018,1,64.0
1727,247.0,05-2018,17,65.0
1728,247.0,06-2018,1,64.0
1730,248.0,01-2018,7,71.0
1731,248.0,02-2018,0,71.0
1732,248.0,03-2018,34,71.0
1733,248.0,04-2018,0,71.0
1734,248.0,05-2018,7,70.0
1735,248.0,06-2018,0,70.0
1737,249.0,01-2018,34,11.0
1738,249.0,02-2018,0,11.0
1739,249.0,03-2018,14,11.0
1740,249.0,04-2018,0,11.0
1741,249.0,05-2018,3,11.0
1742,249.0,06-2018,0,11.0
1744,250.0,01-2018,31,283.0
1745,250.0,02-2018,0,283.0
1746,250.0,03-2018,10,229.0
1747,250.0,04-2018,0,229.0
1748,250.0,05-2018,26,226.0
1749,250.0,06-2018,0,226.0
1751,251.0,01-2018,7,189.0
1752,251.0,02-2018,3,189.0
1753,251.0,03-2018,407,151.0
1754,251.0,04-2018,10,150.0
1755,251.0,05-2018,102,159.0
1756,251.0,06-2018,33,152.0
1758,252.0,01-2018,1,19.0
1759,252.0,02-2018,0,19.0
1760,252.0,03-2018,0,19.0
1761,252.0,04-2018,0,19.0
1762,252.0,05-2018,79,19.0
1763,252.0,06-2018,89,16.0
1765,253.0,01-2018,0,27.0
1766,253.0,02-2018,0,27.0
1767,253.0,03-2018,0,27.0
1768,253.0,04-2018,20,27.0
1769,253.0,05-2018,44,25.0
1770,253.0,06-2018,9,23.0
1772,254.0,01-2018,19,73.0
1773,254.0,02-2018,34,73.0
1774,254.0,03-2018,0,73.0
1775,254.0,04-2018,45,73.0
1776,254.0,05-2018,5,71.0
1777,254.0,06-2018,4,70.0
1779,255.0,01-2018,22,304.0
1780,255.0,02-2018,10,304.0
1781,255.0,03-2018,1,304.0
1782,255.0,04-2018,0,304.0
1783,255.0,05-2018,0,304.0
1784,255.0,06-2018,0,304.0
1786,256.0,01-2018,0,674.0
1787,256.0,02-2018,5,674.0
1788,256.0,03-2018,0,674.0
1789,256.0,04-2018,1,678.0
1790,256.0,05-2018,0,678.0
1791,256.0,06-2018,0,678.0
1793,257.0,01-2018,366,8.0
1794,257.0,02-2018,115,7.0
1795,257.0,03-2018,73,7.0
1796,257.0,04-2018,2,7.0
1797,257.0,05-2018,0,7.0
1798,257.0,06-2018,417,7.0
1800,258.0,01-2018,162,100.0
1801,258.0,02-2018,1,104.0
1802,258.0,03-2018,44,104.0
1803,258.0,04-2018,3,104.0
1804,258.0,05-2018,0,104.0
1805,258.0,06-2018,592,60.0
1807,259.0,01-2018,77,25.0
1808,259.0,02-2018,0,25.0
1809,259.0,03-2018,0,25.0
1810,259.0,04-2018,0,25.0
1811,259.0,05-2018,1,25.0
1812,259.0,06-2018,79,25.0
1814,260.0,01-2018,42,26.0
1815,260.0,02-2018,0,26.0
1816,260.0,03-2018,0,26.0
1817,260.0,04-2018,0,26.0
1818,260.0,05-2018,1,26.0
1819,260.0,06-2018,50,25.0
1821,261.0,01-2018,60,45.0
1822,261.0,02-2018,3,43.0
1823,261.0,03-2018,1,43.0
1824,261.0,04-2018,2,43.0
1825,261.0,05-2018,0,43.0
1826,261.0,06-2018,68,43.0
1828,262.0,01-2018,5,17.0
1829,262.0,02-2018,1,17.0
1830,262.0,03-2018,3,17.0
1831,262.0,04-2018,1,17.0
1832,262.0,05-2018,46,17.0
1833,262.0,06-2018,1,17.0
1835,263.0,01-2018,61,21.0
1836,263.0,02-2018,3,21.0
1837,263.0,03-2018,1,21.0
1838,263.0,04-2018,0,21.0
1839,263.0,05-2018,1,21.0
1840,263.0,06-2018,63,21.0
1842,264.0,01-2018,0,37.0
1843,264.0,02-2018,1,37.0
1844,264.0,03-2018,0,37.0
1845,264.0,04-2018,0,37.0
1846,264.0,05-2018,24,37.0
1847,264.0,06-2018,21,37.0
1849,265.0,01-2018,2,331.0
1850,265.0,02-2018,0,331.0
1851,265.0,03-2018,24,331.0
1852,265.0,04-2018,0,331.0
1853,265.0,05-2018,11,322.0
1854,265.0,06-2018,0,322.0
1856,266.0,01-2018,22,1096.0
1857,266.0,02-2018,2,824.0
1858,266.0,03-2018,13,919.0
1859,266.0,04-2018,0,919.0
1860,266.0,05-2018,1,931.0
1861,266.0,06-2018,0,931.0
1863,267.0,01-2018,5,2035.0
1864,267.0,02-2018,0,2035.0
1865,267.0,03-2018,2,1592.0
1866,267.0,04-2018,0,1592.0
